,Player,Team,Position,Minutes Played,Aerial Duels Attempted,Defensive Duels Attempted,Touches in Penalty Area,Offsides,Progressive Runs,Fouls Drawn,Goals,Assists,Shots,Shots on Target,Ball Recoveries,Losses of Possession,Interceptions,Red Cards,Yellow Cards,Fouls Committed,Total Passes Attempted,Long Passes Attempted,Forward Passes,Passes into Final Third,Passes into Penalty Area,Passes Received,Crosses Attempted,Accurate Crosses,Shot Assists,ps
2088,Patric,Lazio,DF,1649.0,3.06,1.26,0.71,0.0,1.42,0.49,0.05,0.05,0.33,0.11,7.49,0.0,1.31,0.05,0.38,1.26,77.2,16.8,2.3,2.19,0.11,66.8,0.22,0.0,0.33,0
2089,Patrick Bamford,Leeds United,FW,559.0,3.23,0.48,5.81,0.81,1.94,1.29,0.32,0.32,3.23,0.81,3.06,0.97,0.48,0.0,0.32,1.13,16.6,2.1,1.13,0.97,0.81,18.5,0.65,0.32,0.97,0
2090,Patrick Berg,Lens,MF,307.0,2.06,3.82,0.59,0.0,4.41,0.29,0.0,0.0,0.0,0.0,11.8,0.0,2.35,0.0,0.0,1.47,61.8,7.94,3.24,2.94,0.0,47.4,0.59,0.0,0.29,0
2091,Patrick Cutrone,Empoli,FW,1401.0,3.4699999999999998,0.51,6.15,1.28,2.69,1.22,0.19,0.0,3.27,0.96,3.14,0.96,0.51,0.0,0.06,0.9,16.2,1.73,1.03,0.51,0.45,19.4,1.28,0.06,0.58,0
2092,Patrick Herrmann,M'Gladbach,DFFW,754.0,1.19,2.02,3.69,0.48,4.4,1.31,0.0,0.48,1.79,0.48,7.14,1.55,0.95,0.0,0.12,0.95,44.3,9.52,3.69,1.07,1.43,32.7,3.69,0.48,2.14,0
2093,Patrick Leal,Venezia,MF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2094,Patrick Osterhage,Bochum,MF,599.0,4.63,1.64,1.64,0.0,1.79,1.04,0.0,0.15,0.6,0.15,9.1,2.24,2.24,0.0,0.3,0.9,31.5,4.63,1.94,1.64,0.3,22.8,0.6,0.15,0.6,0
2095,Patrick Roberts,Troyes,DF,14.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,0.0,0.0,30.0,0.0,0.0,0.0,0
2096,Patrick Wimmer,Arminia,FWMF,2052.0,4.35,2.5,3.2,0.22,4.65,1.67,0.13,0.26,2.5,0.66,10.1,3.25,2.02,0.0,0.31,2.32,33.0,6.4,3.38,2.32,0.92,27.5,1.01,0.18,1.75,0
2097,Patrik Schick,Leverkusen,FW,2076.0,6.49,0.22,6.02,0.26,1.86,1.13,1.04,0.13,3.81,1.82,2.68,1.65,0.22,0.0,0.0,0.65,17.7,1.39,0.91,0.52,0.43,23.4,0.13,0.0,0.65,0
2098,Patson Daka,Leicester City,FW,1159.0,5.51,1.32,4.5,0.54,1.63,1.24,0.39,0.23,2.02,1.16,4.5,1.78,0.23,0.0,0.16,1.55,17.3,0.78,0.93,0.54,0.31,19.4,0.31,0.08,0.93,0
2099,Pau López,Marseille,GK,2610.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,5.66,0.0,0.0,0.0,0.14,0.0,45.7,17.0,0.07,0.48,0.0,30.0,0.0,0.0,0.03,0
2100,Pau Torres,Villarreal,DF,2855.0,3.6900000000000004,0.88,1.17,0.0,5.65,0.54,0.16,0.03,0.79,0.28,8.83,0.22,1.45,0.0,0.16,0.6,62.8,16.3,5.27,5.43,0.19,51.1,0.06,0.0,0.25,0
2101,Paul Akouokou,Betis,MF,516.0,1.76,2.98,0.35,0.0,2.98,0.53,0.0,0.0,0.35,0.0,9.65,1.05,2.11,0.18,0.35,2.46,57.5,7.54,4.91,4.91,0.35,47.5,0.0,0.0,0.53,0
2102,Paul Baysse,Bordeaux,DF,11.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0
2103,Paul Bernardoni,"Angers, Saint-Étienne",GK,1440.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,5.4399999999999995,0.0,0.0,0.0,0.0,0.0,28.15,16.75,0.0,0.21,0.0,9.205,0.0,0.0,0.0,0
2104,Paul Dummett,Newcastle Utd,DF,198.0,2.72,4.09,0.0,0.0,1.82,1.36,0.0,0.0,0.0,0.0,4.55,0.0,1.82,0.0,0.91,1.82,30.9,3.64,1.36,2.27,0.0,16.4,1.36,0.0,0.0,0
2105,Paul Jaeckel,Union Berlin,DF,2047.0,5.02,2.64,0.31,0.0,2.03,0.62,0.0,0.0,0.13,0.0,10.7,0.48,3.3,0.0,0.22,1.45,49.6,12.5,2.73,2.56,0.09,35.8,0.13,0.0,0.13,0
2106,Paul Lasne,Brest,MF,847.0,1.5899999999999999,2.45,1.06,0.0,1.81,1.81,0.0,0.11,0.85,0.11,8.09,0.96,2.87,0.0,0.11,1.17,45.1,7.77,3.3,3.09,0.85,37.6,0.64,0.11,0.85,0
2107,Paul Nardi,Lorient,GK,1980.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.05,0.0,24.4,16.4,0.0,0.5,0.05,8.18,0.0,0.0,0.0,0
2108,Paul Nebel,Mainz 05,MFFW,228.0,5.2,2.0,4.4,0.4,3.2,1.2,0.0,0.4,1.2,0.4,6.4,2.0,0.8,0.0,1.2,2.8,38.8,3.2,1.2,0.8,0.0,37.2,2.0,0.0,1.6,0
2109,Paul Pogba,Manchester Utd,MFFW,1349.0,4.33,1.33,3.4,0.0,6.47,2.6,0.07,0.6,2.13,0.53,8.4,2.27,1.27,0.07,0.47,3.0,58.6,11.4,6.27,7.33,1.73,56.7,1.0,0.33,1.6,0
2110,Paul Seguin,Greuther Fürth,MF,2108.0,2.86,2.26,1.28,0.0,2.48,1.32,0.0,0.13,0.47,0.09,10.3,1.15,1.71,0.0,0.38,2.14,47.2,7.35,4.96,3.93,0.77,36.6,0.98,0.26,0.9,0
2111,Paul Wanner,Bayern Munich,FWMF,39.0,2.5,5.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.5,42.5,5.0,7.5,2.5,2.5,50.0,0.0,0.0,2.5,0
2112,Paulinho,Leverkusen,FWMF,1218.0,1.85,1.78,5.56,0.22,7.04,1.48,0.3,0.07,1.93,1.11,5.19,2.37,1.19,0.0,0.07,0.74,36.3,2.81,2.22,1.19,0.67,39.0,0.67,0.0,1.63,0
2113,Paulo Dybala,Juventus,FWMF,2061.0,1.26,1.14,3.93,0.26,5.81,2.36,0.44,0.22,4.28,1.62,6.38,1.7,0.83,0.0,0.13,0.87,49.3,8.47,4.32,3.06,1.4,49.1,1.44,0.31,1.66,0
2114,Paulo Otávio,Wolfsburg,DF,362.0,2.25,2.25,1.0,0.25,5.75,1.0,0.0,0.25,1.0,0.0,6.0,0.5,1.0,0.0,0.0,1.5,50.3,9.75,4.5,2.5,1.25,37.8,3.75,0.5,0.75,0
2115,Pavao Pervan,Wolfsburg,GK,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,33.3,15.3,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0
2116,Pavel Kade?ábek,Hoffenheim,DF,1195.0,6.02,1.2,3.61,0.15,4.06,0.75,0.08,0.15,0.83,0.15,6.09,0.08,1.05,0.0,0.38,1.35,51.2,6.99,4.51,2.26,1.5,36.6,3.23,0.75,1.58,0
2117,Pawe? Dawidowicz,Hellas Verona,DF,1198.0,4.0600000000000005,2.33,1.2,0.0,3.61,1.13,0.0,0.0,0.38,0.0,9.4,0.15,1.65,0.0,0.23,1.95,45.9,6.92,2.26,2.93,0.23,34.1,0.3,0.0,0.3,0
2118,Pawe? Jaroszy?ski,Salernitana,DF,516.0,2.8,1.75,0.35,0.0,1.93,0.88,0.0,0.0,0.35,0.18,9.3,0.35,1.58,0.0,0.35,1.4,41.6,12.6,2.11,1.4,0.53,22.6,3.16,0.53,1.05,0
2119,Pedri,Barcelona,MF,885.0,1.1199999999999999,1.84,2.45,0.0,6.43,1.84,0.31,0.1,1.22,0.51,8.67,2.24,1.12,0.0,0.0,0.2,62.6,10.3,5.61,5.51,1.84,56.9,0.51,0.0,1.63,0
2120,Pedro,Lazio,FW,2033.0,0.88,1.68,3.54,0.27,7.96,1.95,0.4,0.18,1.64,0.88,5.44,1.24,0.8,0.0,0.22,1.5,41.5,4.07,3.81,1.64,1.64,41.5,1.37,0.35,1.33,0
2121,Pedro Benito,Cádiz,FW,31.0,20.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,10.0,20.0,0.0,3.33,6.67,0.0,23.3,0.0,0.0,0.0,0
2122,Pedro Bigas,Elche,DF,1551.0,2.79,1.57,0.7,0.0,3.08,0.7,0.06,0.0,0.7,0.17,7.91,0.0,1.86,0.0,0.35,0.99,54.5,11.9,2.44,2.62,0.29,43.3,0.17,0.06,0.23,0
2123,Pedro Chirivella,Nantes,MF,2637.0,0.88,1.67,0.82,0.0,2.97,0.99,0.1,0.03,0.72,0.2,9.11,0.34,1.47,0.0,0.2,0.89,58.8,14.1,5.15,6.76,0.65,48.4,0.24,0.1,0.85,0
2124,Pedro Mendes,Montpellier,DF,16.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,10.0,5.0,5.0,30.0,0.0,0.0,5.0,0
2125,Pedro Neto,Wolves,FWMF,466.0,1.54,0.96,6.15,0.19,8.65,1.35,0.19,0.19,3.27,0.77,5.19,2.5,1.15,0.0,0.58,0.58,43.8,7.88,1.92,0.58,0.77,44.6,4.42,0.38,2.5,0
2126,Pedro Ortiz,Sevilla,MF,7.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,140.0,20.0,30.0,20.0,10.0,140.0,0.0,0.0,10.0,0
2127,Pedrosa,Espanyol,DF,2720.0,1.62,1.95,1.89,0.0,4.93,1.75,0.03,0.03,0.83,0.23,7.28,1.32,1.79,0.0,0.26,0.66,42.4,6.13,1.92,1.69,0.56,31.1,2.52,0.33,0.73,0
2128,Pepe Reina,Lazio,GK,1350.0,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0,4.07,0.07,0.0,0.0,0.2,0.07,35.0,17.1,0.0,0.2,0.0,20.7,0.0,0.0,0.07,0
2129,Pere Milla,Elche,FWMF,1644.0,4.640000000000001,1.58,2.9,0.49,2.35,2.9,0.44,0.16,1.58,0.77,7.1,2.57,1.15,0.0,0.22,1.42,29.2,3.88,1.91,1.09,0.66,29.2,0.55,0.16,0.66,0
2130,Pere Pons,Alavés,MF,1366.0,3.8099999999999996,1.78,1.91,0.13,2.24,1.32,0.07,0.0,1.05,0.26,7.3,0.92,0.53,0.0,0.13,1.84,25.9,2.96,1.38,1.45,0.46,21.1,0.26,0.07,0.79,0
2131,Peru Nolaskoain,Athletic Club,DF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
2132,Pervis Estupiñán,Villarreal,DF,1575.0,3.0300000000000002,2.11,2.17,0.63,5.2,0.69,0.0,0.06,0.8,0.23,9.31,1.03,2.74,0.0,0.17,1.54,60.4,7.09,4.46,2.06,1.83,42.1,3.6,0.86,0.74,0
2133,Petar Stojanovi?,Empoli,DF,2735.0,1.32,3.39,1.28,0.07,5.89,0.89,0.03,0.03,0.39,0.1,8.39,1.74,1.78,0.03,0.36,1.68,56.2,8.55,5.36,2.96,2.14,38.4,1.84,0.56,1.15,0
2134,Petar Zovko,Spezia,GK,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,3.33,0.0,33.3,16.7,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0
2135,Peter González,Real Madrid,MFDF,27.0,3.33,3.33,6.67,0.0,16.7,6.67,0.0,0.0,6.67,3.33,10.0,3.33,3.33,0.0,0.0,0.0,63.3,20.0,3.33,0.0,0.0,66.7,3.33,0.0,6.67,0
2136,Peter Pekarík,Hertha BSC,DF,2234.0,2.2600000000000002,2.26,0.77,0.04,3.23,0.77,0.0,0.0,0.44,0.12,8.79,0.44,1.61,0.0,0.04,1.09,48.3,8.35,2.86,2.46,0.56,29.3,1.65,0.32,0.44,0
2137,Petko Hristov,Spezia,DF,1248.0,4.68,1.01,0.36,0.0,1.44,1.22,0.07,0.07,0.14,0.07,9.28,0.22,1.73,0.0,0.22,0.79,43.5,10.9,1.87,1.73,0.07,30.4,0.0,0.0,0.14,0
2138,Phil Foden,Manchester City,FW,2128.0,1.74,0.81,6.4,0.55,5.55,1.61,0.38,0.21,2.46,0.93,4.87,2.16,0.72,0.0,0.04,0.72,46.4,6.48,3.22,2.12,1.69,43.5,2.5,0.42,1.69,0
2139,Phil Jones,Manchester Utd,DF,163.0,0.56,3.33,0.56,0.0,2.78,1.67,0.0,0.0,0.0,0.0,6.67,0.0,2.78,0.0,0.0,0.0,43.9,4.44,2.78,3.89,0.0,35.0,0.0,0.0,0.56,0
2140,Philipp Förster,Stuttgart,FWMF,967.0,2.5300000000000002,2.24,3.46,0.19,5.79,0.93,0.19,0.09,2.71,0.65,7.38,1.59,0.93,0.0,0.37,1.68,40.1,2.52,3.18,2.9,1.31,37.5,0.37,0.28,0.65,0
2141,Philipp Klement,Stuttgart,MFFW,338.0,2.37,1.84,1.84,0.26,4.74,1.05,0.26,0.0,1.58,0.53,10.3,0.79,0.26,0.0,0.0,0.53,71.6,16.1,6.58,6.58,1.32,55.8,0.53,0.0,1.84,0
2142,Philipp Lienhart,Freiburg,DF,2870.0,4.74,0.75,0.94,0.03,1.69,0.94,0.16,0.0,0.6,0.22,11.1,0.13,2.45,0.0,0.06,0.6,54.1,15.5,2.57,2.51,0.19,40.8,0.19,0.0,0.06,0
2143,Philipp Pentke,Hoffenheim,GK,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,40.0,14.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0
2144,Philipp Tschauner,RB Leipzig,GK,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0
2145,Philippe Coutinho,"Barcelona, Aston Villa",MFFW,916.0,1.485,1.3900000000000001,4.074999999999999,0.315,8.58,2.35,0.35,0.1,3.5100000000000002,1.0750000000000002,5.46,2.81,0.805,0.0,0.09,1.055,50.95,6.77,4.345,4.35,1.5999999999999999,52.75,1.245,0.28,1.025,0
2146,Philippe Koffi,Reims,FW,375.0,5.0,1.19,5.48,1.67,2.86,3.57,0.24,0.0,2.14,0.48,4.05,1.67,0.71,0.0,0.24,1.9,19.0,1.67,0.48,0.24,0.48,24.8,0.95,0.0,0.95,0
2147,Philippe Sandler,Troyes,DF,70.0,3.75,1.25,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,3.75,0.0,1.25,0.0,0.0,0.0,33.8,6.25,0.0,2.5,0.0,27.5,0.0,0.0,0.0,0
2148,Piero Hincapié,Leverkusen,DF,1754.0,5.02,1.95,0.82,0.15,4.72,0.77,0.05,0.1,0.46,0.05,9.18,0.77,2.87,0.0,0.26,1.49,61.8,9.59,3.44,2.41,0.41,45.8,0.67,0.15,0.41,0
2149,Pierre Højbjerg,Tottenham,MF,3196.0,1.55,2.37,0.96,0.0,4.06,1.32,0.06,0.06,0.87,0.28,10.6,0.76,1.97,0.0,0.08,1.24,70.0,10.8,5.72,6.39,0.99,58.3,0.59,0.11,0.85,0
2150,Pierre Kalulu,Milan,DF,1944.0,3.0999999999999996,2.96,0.74,0.09,3.1,0.37,0.05,0.09,0.23,0.09,8.75,0.37,2.36,0.0,0.19,0.74,53.5,9.54,2.69,2.36,0.51,40.0,0.97,0.28,0.28,0
2151,Pierre Lees-Melou,Norwich City,MF,2265.0,1.51,2.58,1.43,0.08,2.98,0.99,0.04,0.0,1.31,0.36,9.13,0.4,1.67,0.0,0.2,1.98,41.0,8.69,3.93,3.21,1.11,32.9,1.19,0.36,0.99,0
2152,Pierre-Emerick Aubameyang,"Barcelona, Arsenal",FW,1059.5,3.6449999999999996,0.605,5.015000000000001,0.725,2.2199999999999998,0.81,0.635,0.08499999999999999,3.02,1.5299999999999998,2.94,0.715,0.255,0.0,0.13,1.075,19.05,0.985,1.065,0.425,0.77,20.950000000000003,0.765,0.045,0.6799999999999999,0
2153,Pierre-Yves Hamel,"Lorient, Clermont Foot",FWDF,276.5,16.650000000000002,1.12,1.725,0.17,2.525,2.355,0.0,0.0,1.205,0.345,3.045,2.44,1.925,0.0,1.835,2.96,20.8,3.765,0.43,0.43,0.26,22.5,0.17,0.085,1.925,0
2154,Pierrick Capelle,Angers,MFDF,1193.0,3.83,2.71,1.95,0.0,3.08,0.53,0.0,0.08,1.28,0.08,9.1,2.48,2.48,0.0,0.08,1.65,42.2,5.34,2.41,2.18,0.23,33.2,0.68,0.15,0.9,0
2155,Pietro Ceccaroni,Venezia,DF,3122.0,2.8600000000000003,1.53,0.75,0.0,1.79,0.84,0.06,0.03,0.55,0.17,8.04,0.29,1.93,0.03,0.2,0.78,49.1,9.37,2.16,2.07,0.17,37.8,0.43,0.12,0.17,0
2156,Pietro Pellegri,"Milan, Torino",FW,173.5,8.46,1.625,4.165,1.5,2.875,2.33,0.21,0.0,2.04,0.75,4.25,1.705,0.665,0.0,0.21,4.42,14.7,0.21,0.415,0.0,0.0,20.299999999999997,0.415,0.0,1.415,0
2157,Pietro Terracciano,Fiorentina,GK,2862.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,4.84,0.06,0.0,0.0,0.0,0.0,47.9,25.7,0.03,0.63,0.03,32.8,0.0,0.0,0.03,0
2158,Piotr Zieli?ski,Napoli,MF,2086.0,1.08,0.95,3.15,0.0,4.83,1.34,0.26,0.22,1.85,0.65,6.25,1.08,0.65,0.0,0.04,0.82,49.4,4.31,4.01,3.41,1.64,46.1,0.86,0.3,2.11,0
2159,Pol Lirola,Marseille,DFMF,1770.0,1.37,1.32,3.55,0.51,7.36,0.81,0.05,0.1,0.66,0.1,5.99,1.22,1.42,0.0,0.05,0.61,57.2,6.8,3.15,2.89,1.62,47.0,3.35,0.86,1.22,0
2160,Pontus Jansson,Brentford,DF,3321.0,5.77,0.98,1.33,0.14,0.92,0.33,0.08,0.03,0.62,0.27,10.1,0.08,1.87,0.0,0.19,0.54,39.3,7.26,1.44,0.95,0.0,27.0,0.03,0.0,0.11,0
2161,Portu,Real Sociedad,FWMF,1590.0,3.45,1.13,5.42,0.62,5.48,1.47,0.06,0.11,1.36,0.51,4.75,1.53,0.62,0.0,0.28,1.13,27.5,1.75,2.32,0.96,1.19,27.3,2.09,0.4,1.13,0
2162,Predrag Rajkovi?,Reims,GK,3420.0,0.03,0.0,0.03,0.0,0.0,0.21,0.0,0.0,0.0,0.0,5.66,0.0,0.0,0.0,0.08,0.0,33.1,19.1,0.03,0.58,0.08,14.1,0.0,0.0,0.03,0
2163,Presnel Kimpembe,Paris S-G,DF,2576.0,2.66,1.36,0.49,0.0,4.72,0.94,0.03,0.0,0.24,0.03,7.1,0.17,1.89,0.0,0.21,1.05,78.4,8.15,3.6,5.49,0.17,68.4,0.07,0.07,0.1,0
2164,Przemys?aw Frankowski,Lens,DF,2448.0,0.95,2.5,2.68,0.07,4.96,0.33,0.22,0.18,1.21,0.48,6.65,0.88,1.88,0.0,0.18,1.47,53.0,5.7,3.75,1.69,1.29,40.3,1.88,0.44,1.43,0
2165,Przemys?aw P?acheta,Norwich City,FWMF,504.0,2.33,0.89,2.86,0.0,4.46,1.43,0.0,0.0,1.43,1.25,6.07,2.68,1.61,0.0,0.18,0.36,28.0,4.46,2.14,1.61,0.71,24.6,1.79,0.36,0.71,0
2166,Pubill,Levante,DF,512.0,1.75,2.63,2.46,0.0,4.21,1.58,0.0,0.18,1.05,0.18,6.49,0.53,1.23,0.0,0.18,1.93,48.1,7.54,2.63,1.58,1.05,34.9,2.11,0.53,1.05,0
2167,Péter Gulácsi,RB Leipzig,GK,2967.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,5.33,0.03,0.0,0.0,0.03,0.0,35.5,15.1,0.09,0.42,0.09,19.8,0.0,0.0,0.0,0
2168,Quentin Boisgard,Lorient,MFFW,958.0,2.54,1.51,1.89,0.0,4.15,1.04,0.09,0.09,1.51,0.75,8.68,2.26,0.94,0.0,0.28,1.32,37.4,6.51,2.08,2.64,0.94,31.3,1.42,0.28,1.13,0
2169,Quentin Merlin,Nantes,DF,1926.0,1.63,2.48,0.7,0.05,6.21,0.28,0.09,0.14,0.51,0.19,6.78,0.65,1.92,0.0,0.0,0.51,63.4,13.6,5.89,4.86,1.26,43.7,3.22,0.61,1.45,0
2170,Quini,Granada,DF,2304.0,2.58,3.44,1.05,0.04,1.88,0.55,0.0,0.04,0.66,0.08,8.05,0.74,2.11,0.0,0.43,1.8,37.5,6.84,1.84,1.41,0.51,20.7,1.8,0.31,0.7,0
2171,R?zvan Marin,Cagliari,MF,2816.0,1.82,1.47,1.02,0.03,3.74,1.18,0.0,0.16,1.31,0.22,7.73,1.25,0.8,0.03,0.19,1.09,40.6,10.2,3.35,3.19,1.02,31.1,1.02,0.19,2.17,0
2172,Radamel Falcao,Rayo Vallecano,FW,838.0,8.5,0.32,4.62,1.61,1.51,1.94,0.65,0.0,3.55,1.61,3.44,1.61,0.0,0.0,0.11,2.15,18.7,0.75,0.75,1.08,0.22,24.3,0.32,0.11,0.54,0
2173,Rade Kruni?,Milan,MFFW,1416.0,3.7,2.04,1.78,0.06,2.36,1.97,0.0,0.06,0.64,0.13,7.71,0.45,1.34,0.0,0.13,1.59,36.9,2.68,2.48,2.23,0.83,30.1,0.51,0.06,1.08,0
2174,Radu Dr?gu?in,"Sampdoria, Salernitana",DF,554.0,3.48,1.085,0.515,0.07,1.5299999999999998,0.825,0.0,0.0,0.215,0.0,9.47,0.31,2.885,0.0,0.165,0.93,33.35,7.859999999999999,1.425,1.095,0.215,18.65,0.215,0.07,0.31,0
2175,Rafa Mir,Sevilla,FW,1808.0,6.96,0.35,4.28,1.14,1.24,1.04,0.5,0.0,3.03,1.09,3.53,1.39,0.2,0.0,0.3,1.64,17.5,1.29,0.85,0.6,0.35,20.2,0.45,0.05,0.45,0
2176,Rafa? Gikiewicz,Augsburg,GK,3060.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,5.53,0.0,0.0,0.0,0.0,0.0,36.5,23.1,0.0,0.59,0.0,16.6,0.0,0.0,0.06,0
2177,Rafael Borré,Eint Frankfurt,FW,2378.0,7.880000000000001,1.29,4.77,0.64,2.73,1.1,0.3,0.15,1.93,0.91,4.32,1.82,0.23,0.0,0.19,1.78,26.9,2.31,1.55,1.29,0.95,28.3,1.1,0.08,1.02,0
2178,Rafael Czichos,Köln,DF,1402.0,6.35,1.86,0.9,0.0,3.78,0.71,0.0,0.06,0.13,0.0,11.5,0.19,2.44,0.0,0.26,1.28,66.8,22.4,5.13,4.42,0.26,50.4,0.26,0.0,0.13,0
2179,Rafael Leão,Milan,FW,2605.0,2.77,0.8,6.78,0.28,9.24,1.7,0.38,0.35,3.36,1.31,4.88,1.87,0.76,0.0,0.14,1.0,27.9,3.91,4.12,1.9,1.76,32.8,2.39,0.31,1.56,0
2180,Rafael Tolói,Atalanta,DF,1438.0,3.19,2.13,1.13,0.0,4.19,0.56,0.06,0.06,0.69,0.13,11.2,0.31,2.25,0.0,0.38,1.88,58.8,10.9,4.63,5.25,0.5,44.3,0.63,0.13,0.5,0
2181,Rafiki Said Ahamada,Brest,MFFW,122.0,3.57,3.57,7.86,0.71,9.29,2.14,0.0,0.0,3.57,1.43,10.0,2.86,0.0,0.0,0.71,5.0,42.1,6.43,7.86,2.14,2.86,46.4,2.14,0.71,1.43,0
2182,Rafinha,"Paris S-G, Real Sociedad",MFFW,635.0,2.29,4.215,1.775,0.0,11.075,3.84,0.045,0.0,1.6400000000000001,0.085,7.85,1.78,1.775,0.0,0.13,1.8199999999999998,67.6,5.75,4.05,5.645,0.555,63.8,0.47,0.085,0.885,0
2183,Ragnar Ache,Eint Frankfurt,MFFW,259.0,10.690000000000001,0.69,6.21,2.07,5.52,2.76,0.0,0.34,3.79,0.69,5.17,2.76,0.0,0.0,0.0,2.07,24.5,1.03,1.03,1.03,0.69,34.8,2.07,0.69,0.69,0
2184,Raheem Sterling,Manchester City,FW,2128.0,1.4,1.19,9.19,0.38,7.97,1.95,0.55,0.21,2.29,1.06,4.75,3.05,0.64,0.0,0.04,1.14,37.1,1.99,3.18,0.68,2.33,42.5,2.2,0.34,1.74,0
2185,Ramy Bensebaini,M'Gladbach,DF,2020.0,4.779999999999999,2.1,1.74,0.18,3.84,1.96,0.18,0.04,1.29,0.31,10.8,0.76,3.48,0.0,0.27,1.56,57.8,10.6,3.84,2.95,0.63,43.4,0.71,0.27,0.58,0
2186,Ramzi Aya,Salernitana,DF,135.0,1.34,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.67,0.0,4.67,0.0,1.33,0.0,0.67,0.67,18.7,5.33,2.0,1.33,0.0,10.0,0.67,0.0,0.0,0
2187,Randal Kolo Muani,Nantes,FWMF,2948.0,5.880000000000001,0.85,5.3,0.55,4.27,2.23,0.37,0.12,1.68,0.79,4.48,2.87,0.43,0.0,0.06,1.74,18.3,1.04,0.79,0.46,0.46,23.6,1.22,0.18,1.16,0
2188,Randy Ntekja,Rayo Vallecano,FWMF,1462.0,9.629999999999999,1.3,4.69,0.19,2.96,1.73,0.19,0.0,1.85,0.49,5.31,2.47,0.86,0.0,0.12,2.78,25.4,2.35,1.54,1.23,0.49,28.6,0.74,0.0,0.99,0
2189,Rani Khedira,Union Berlin,MF,2757.0,2.91,2.61,0.78,0.0,1.67,1.27,0.0,0.03,0.42,0.07,9.8,0.72,1.57,0.0,0.2,2.09,30.9,4.08,2.06,1.83,0.36,21.5,0.56,0.16,0.2,0
2190,Raoul Bellanova,Cagliari,DF,2496.0,2.06,1.3,1.95,0.07,4.33,1.3,0.04,0.07,0.83,0.18,5.99,1.26,1.59,0.0,0.11,0.51,33.9,6.03,1.77,1.08,1.01,28.4,3.03,0.69,1.16,0
2191,Raphael Dias Belloli,Leeds United,FWMF,2915.0,1.91,1.67,4.48,0.43,5.65,1.6,0.34,0.09,2.62,0.65,6.54,1.6,1.33,0.0,0.22,1.51,39.5,9.57,5.22,2.75,1.48,36.8,2.78,0.28,2.01,0
2192,Raphael Framberger,Augsburg,DF,848.0,2.88,3.62,0.43,0.0,3.51,0.96,0.0,0.0,0.11,0.0,8.51,0.32,1.06,0.0,0.32,2.02,47.4,10.6,4.57,2.77,2.13,29.9,2.55,1.06,1.28,0
